id,edad,idu,npmbreusuario
1822,69489,1822,nombre96622
1823,45918,1823,nombre68436
1824,60436,1824,nombre71777
1825,76968,1825,nombre60895
1826,49294,1826,nombre44503
1827,2734,1827,nombre71794
1828,46530,1828,nombre51571
1829,16253,1829,nombre24615
1830,37161,1830,nombre93441
1831,2114,1831,nombre58105
1832,84035,1832,nombre70497
1833,37270,1833,nombre13089
1834,56122,1834,nombre3424
1835,30423,1835,nombre94744
1836,72028,1836,nombre8361
1837,92670,1837,nombre80747
1838,79795,1838,nombre81932
1839,41249,1839,nombre10436
1840,87361,1840,nombre84977
1841,36510,1841,nombre33430
1842,71949,1842,nombre47084
1843,71679,1843,nombre42790
1844,34448,1844,nombre20993
1845,4450,1845,nombre79675
1846,62358,1846,nombre46843
1847,92532,1847,nombre10670
1848,1453,1848,nombre79681
1849,14744,1849,nombre33272
1850,4697,1850,nombre96578
1851,28899,1851,nombre90455
1852,70459,1852,nombre43496
1853,39810,1853,nombre64288
1854,26435,1854,nombre11206
1855,93469,1855,nombre72436
1856,18243,1856,nombre98497
1857,91882,1857,nombre74843
1858,354,1858,nombre78396
1859,95698,1859,nombre35735
1860,21901,1860,nombre15541
1861,16419,1861,nombre41740
1862,8108,1862,nombre17191
1863,33697,1863,nombre61917
1864,34187,1864,nombre67472
1865,67568,1865,nombre38787
1866,37412,1866,nombre29316
1867,92246,1867,nombre97360
1868,31265,1868,nombre36505
1869,70892,1869,nombre65464
1870,82615,1870,nombre78830
1871,89848,1871,nombre45112
1872,19087,1872,nombre44600
1873,32150,1873,nombre25195
1874,79772,1874,nombre29061
1875,74361,1875,nombre76474
1876,23612,1876,nombre5957
1877,51224,1877,nombre29204
1878,54958,1878,nombre48776
1879,99227,1879,nombre45272
1880,94820,1880,nombre54395
1881,85970,1881,nombre58948
1882,16021,1882,nombre26708
1883,70040,1883,nombre86893
1884,82344,1884,nombre94948
1885,9555,1885,nombre8851
1886,32516,1886,nombre87885
1887,5370,1887,nombre85670
1888,22729,1888,nombre54255
1889,31455,1889,nombre25504
1890,14231,1890,nombre80980
1891,4207,1891,nombre36683
1892,54962,1892,nombre79973
1893,63831,1893,nombre28390
1894,40384,1894,nombre21026
1895,70866,1895,nombre36690
1896,76802,1896,nombre65839
1897,85786,1897,nombre67403
1898,92729,1898,nombre31186
1899,44573,1899,nombre17227
1900,50125,1900,nombre82425
1901,96116,1901,nombre44050
1902,35321,1902,nombre95899
1903,83565,1903,nombre44648
1904,45128,1904,nombre57506
1905,72348,1905,nombre45158
1906,40696,1906,nombre98747
1907,93480,1907,nombre92285
1908,40472,1908,nombre68926
1909,49356,1909,nombre41054
1910,74977,1910,nombre90364
1911,23822,1911,nombre92228
1912,34198,1912,nombre41233
1913,89389,1913,nombre82192
1914,48710,1914,nombre16052
1915,61806,1915,nombre26269
1916,89253,1916,nombre65363
1917,91048,1917,nombre111
1918,96812,1918,nombre67504
1919,75078,1919,nombre7044
1920,38738,1920,nombre92407
1921,65744,1921,nombre23457
1922,53130,1922,nombre99902
1923,71789,1923,nombre28018
1924,76573,1924,nombre23559
1925,42173,1925,nombre31048
1926,57145,1926,nombre34420
1927,67978,1927,nombre99123
1928,96575,1928,nombre6769
1929,39927,1929,nombre11357
1930,21640,1930,nombre66968
1931,31000,1931,nombre35028
1932,97655,1932,nombre34524
1933,12739,1933,nombre85085
1934,59040,1934,nombre70991
1935,73896,1935,nombre96059
1936,81295,1936,nombre58752
1937,22138,1937,nombre27957
1938,88222,1938,nombre22998
1939,87070,1939,nombre92765
1940,87017,1940,nombre65720
1941,57758,1941,nombre49751
1942,79034,1942,nombre50058
1943,79016,1943,nombre14687
1944,93337,1944,nombre63778
1945,67615,1945,nombre86889
1946,71918,1946,nombre43625
1947,76706,1947,nombre3421
1948,19090,1948,nombre76586
1949,1852,1949,nombre12165
1950,14705,1950,nombre65321
1951,4292,1951,nombre44199
1952,70690,1952,nombre71521
1953,77423,1953,nombre88012
1954,13826,1954,nombre80489
1955,40097,1955,nombre8514
1956,57539,1956,nombre15453
1957,62787,1957,nombre60377
1958,48733,1958,nombre30086
1959,84148,1959,nombre96832
1960,33966,1960,nombre31146
1961,7368,1961,nombre11738
1962,1939,1962,nombre31199
1963,57353,1963,nombre2430
1964,17881,1964,nombre18431
1965,32258,1965,nombre28988
1966,16351,1966,nombre26056
1967,11407,1967,nombre22060
1968,84788,1968,nombre59958
1969,98042,1969,nombre66966
1970,13497,1970,nombre90098
1971,31236,1971,nombre46090
1972,37398,1972,nombre81026
1973,42337,1973,nombre47363
1974,32555,1974,nombre97219
1975,87613,1975,nombre53187
1976,86121,1976,nombre77197
1977,2634,1977,nombre16487
1978,41127,1978,nombre26533
1979,97407,1979,nombre94163
1980,63463,1980,nombre6520
1981,26861,1981,nombre60865
1982,95745,1982,nombre96636
1983,91421,1983,nombre33455
1984,29796,1984,nombre70415
1985,28551,1985,nombre93357
1986,13452,1986,nombre92244
1987,48778,1987,nombre32523
1988,87918,1988,nombre78269
1989,84984,1989,nombre6606
1990,52946,1990,nombre58762
1991,64113,1991,nombre93126
1992,32473,1992,nombre75647
1993,75415,1993,nombre67050
1994,18835,1994,nombre31842
1995,56901,1995,nombre21505
1996,37986,1996,nombre26825
1997,28724,1997,nombre71656
1998,33830,1998,nombre50687
1999,30812,1999,nombre92622
2000,8181,2000,nombre85679
2001,74722,2001,nombre51153
2002,60466,2002,nombre37257
2003,65190,2003,nombre31509
2004,10996,2004,nombre55037
2005,5828,2005,nombre79676
2006,45432,2006,nombre5990
2007,3055,2007,nombre39758
2008,41809,2008,nombre44616
2009,20274,2009,nombre46701
2010,61209,2010,nombre37278
2011,73170,2011,nombre91155
2012,39087,2012,nombre69174
2013,34605,2013,nombre89362
2014,41081,2014,nombre20450
2015,14698,2015,nombre3074
2016,4618,2016,nombre69555
2017,50878,2017,nombre87135
2018,9312,2018,nombre50870
2019,94744,2019,nombre73785
2020,55662,2020,nombre36754
2021,21147,2021,nombre16105
2022,91478,2022,nombre77954
2023,34514,2023,nombre58478
2024,55092,2024,nombre26974
2025,79963,2025,nombre99336
2026,37809,2026,nombre71795
2027,22250,2027,nombre62828
2028,11690,2028,nombre8284
2029,1756,2029,nombre96584
2030,46497,2030,nombre64474
2031,8568,2031,nombre41363
2032,21244,2032,nombre16377
2033,41856,2033,nombre79218
2034,55597,2034,nombre71302
2035,61457,2035,nombre31372
2036,89972,2036,nombre48049
2037,16645,2037,nombre18442
2038,80655,2038,nombre25826
2039,30859,2039,nombre88051
2040,97823,2040,nombre80620
2041,14391,2041,nombre45456
2042,11228,2042,nombre12124
2043,48484,2043,nombre25243
2044,33051,2044,nombre2699
2045,18669,2045,nombre64668
2046,52545,2046,nombre67968
2047,88485,2047,nombre50626
2048,59576,2048,nombre70057
2049,70998,2049,nombre6381
2050,33084,2050,nombre56007
2051,48120,2051,nombre95774
2052,52004,2052,nombre97224
2053,17774,2053,nombre77473
2054,428,2054,nombre32168
2055,71640,2055,nombre5311
2056,15546,2056,nombre42827
2057,81831,2057,nombre99240
2058,87328,2058,nombre47232
2059,13056,2059,nombre24467
2060,39050,2060,nombre98480
2061,73614,2061,nombre31934
2062,80267,2062,nombre36059
2063,15774,2063,nombre49236
2064,88055,2064,nombre5291
2065,85660,2065,nombre14237
2066,887,2066,nombre73813
2067,30954,2067,nombre42053
2068,6136,2068,nombre70092
2069,34560,2069,nombre8950
2070,16935,2070,nombre29469
2071,68285,2071,nombre67078
2072,27718,2072,nombre79787
2073,98420,2073,nombre19763
2074,35308,2074,nombre67913
2075,9196,2075,nombre2401
2076,54702,2076,nombre91458
2077,63667,2077,nombre11757
2078,21492,2078,nombre89528
2079,2206,2079,nombre39273
2080,62313,2080,nombre27346
2081,54108,2081,nombre71462
2082,24708,2082,nombre65964
2083,58814,2083,nombre92955
2084,55438,2084,nombre97586
2085,89106,2085,nombre47532
2086,75179,2086,nombre15494
2087,22088,2087,nombre49960
2088,97776,2088,nombre39975
2089,5772,2089,nombre66331
2090,41928,2090,nombre59504
2091,76690,2091,nombre60418
2092,70669,2092,nombre47784
2093,50601,2093,nombre88970
2094,93664,2094,nombre24388
2095,33051,2095,nombre53425
2096,19501,2096,nombre54238
2097,72609,2097,nombre17325
2098,95688,2098,nombre29933
2099,53834,2099,nombre34254
2100,52477,2100,nombre35732
2101,68992,2101,nombre85917
2102,59377,2102,nombre63665
2103,53595,2103,nombre3191
2104,80619,2104,nombre25136
2105,15379,2105,nombre31116
2106,93133,2106,nombre37872
2107,25576,2107,nombre33814
2108,64773,2108,nombre49562
2109,731,2109,nombre42055
2110,17446,2110,nombre13059
2111,54013,2111,nombre98494
2112,96063,2112,nombre34479
2113,27123,2113,nombre21472
2114,3821,2114,nombre66920
2115,99811,2115,nombre91609
2116,12838,2116,nombre44750
2117,58164,2117,nombre9762
2118,86826,2118,nombre94343
2119,24277,2119,nombre61169
2120,35370,2120,nombre62442
2121,20398,2121,nombre10831
2122,84776,2122,nombre78275
2123,34576,2123,nombre97478
2124,13952,2124,nombre40184
2125,56895,2125,nombre8468
2126,75426,2126,nombre54782
2127,30682,2127,nombre71678
2128,68228,2128,nombre91593
2129,47623,2129,nombre36810
2130,66780,2130,nombre79797
2131,53731,2131,nombre58940
2132,61957,2132,nombre1315
2133,51041,2133,nombre45257
2134,73067,2134,nombre23586
2135,9690,2135,nombre14216
2136,81911,2136,nombre83870
2137,63604,2137,nombre20356
2138,10078,2138,nombre46887
2139,17211,2139,nombre69785
2140,9706,2140,nombre54681
2141,33318,2141,nombre4793
2142,34656,2142,nombre52467
2143,60458,2143,nombre12673
2144,14892,2144,nombre43790
2145,87871,2145,nombre10248
2146,23387,2146,nombre38295
2147,18298,2147,nombre26566
2148,43952,2148,nombre63505
2149,30074,2149,nombre38590
2150,80390,2150,nombre81965
2151,67124,2151,nombre48165
2152,43931,2152,nombre54837
2153,89911,2153,nombre73176
2154,30188,2154,nombre36366
2155,25213,2155,nombre93178
2156,90026,2156,nombre91343
2157,95108,2157,nombre87124
2158,11861,2158,nombre8198
2159,32585,2159,nombre88802
2160,71337,2160,nombre55359
2161,26686,2161,nombre34039
2162,22933,2162,nombre11799
2163,65140,2163,nombre79921
2164,65460,2164,nombre59970
2165,73893,2165,nombre44915
2166,35905,2166,nombre90810
2167,83829,2167,nombre92414
2168,74861,2168,nombre52321
2169,82562,2169,nombre65437
2170,58861,2170,nombre65525
2171,1411,2171,nombre49147
2172,1646,2172,nombre71975
2173,87469,2173,nombre40721
2174,69091,2174,nombre27515
2175,55639,2175,nombre62836
2176,22341,2176,nombre36129
2177,39289,2177,nombre71455
2178,9188,2178,nombre54960
2179,83548,2179,nombre60611
2180,31541,2180,nombre21339
2181,64415,2181,nombre7833
2182,19757,2182,nombre34309
2183,55077,2183,nombre68406
2184,32883,2184,nombre11686
2185,41092,2185,nombre27810
2186,92177,2186,nombre14815
2187,13783,2187,nombre34180
2188,44451,2188,nombre70156
2189,18451,2189,nombre5272
2190,57305,2190,nombre59523
2191,63478,2191,nombre28195
2192,17287,2192,nombre57035
2193,72485,2193,nombre93743
2194,53781,2194,nombre56969
2195,58621,2195,nombre67668
2196,96685,2196,nombre68458
2197,60374,2197,nombre95684
2198,86732,2198,nombre74837
2199,25368,2199,nombre86298
2200,43267,2200,nombre66441
2201,56744,2201,nombre28987
2202,7386,2202,nombre65088
2203,41821,2203,nombre49798
2204,20853,2204,nombre49452
2205,91459,2205,nombre22329
2206,57176,2206,nombre94390
2207,81979,2207,nombre61283
2208,52565,2208,nombre60842
2209,54055,2209,nombre54942
2210,41330,2210,nombre17150
2211,92032,2211,nombre30818
2212,42740,2212,nombre98411
2213,98487,2213,nombre86822
2214,98754,2214,nombre38391
2215,59190,2215,nombre29390
2216,63336,2216,nombre24547
2217,14924,2217,nombre65284
2218,2367,2218,nombre3283
2219,12763,2219,nombre32939
2220,73115,2220,nombre49931
2221,40895,2221,nombre1599
2222,53077,2222,nombre72215
2223,66762,2223,nombre43242
2224,76429,2224,nombre38601
2225,3600,2225,nombre16464
2226,57548,2226,nombre25218
2227,49140,2227,nombre79713
2228,98263,2228,nombre9486
2229,5438,2229,nombre41470
2230,42329,2230,nombre97097
2231,98,2231,nombre46565
2232,86563,2232,nombre30326
2233,5614,2233,nombre73170
2234,42686,2234,nombre5328
2235,36413,2235,nombre730
2236,53006,2236,nombre5883
2237,58537,2237,nombre47300
2238,53877,2238,nombre90873
2239,60667,2239,nombre76764
2240,64856,2240,nombre54177
2241,60388,2241,nombre13247
2242,15861,2242,nombre79554
2243,13789,2243,nombre63894
2244,7993,2244,nombre38998
2245,45796,2245,nombre16752
2246,10894,2246,nombre82584
2247,96625,2247,nombre74362
2248,51314,2248,nombre48024
2249,9653,2249,nombre36567
2250,96088,2250,nombre74104
2251,28682,2251,nombre15091
2252,45857,2252,nombre57993
2253,25512,2253,nombre85243
2254,67259,2254,nombre60823
2255,1161,2255,nombre86640
2256,26385,2256,nombre79499
2257,26957,2257,nombre59396
2258,44832,2258,nombre26785
2259,10180,2259,nombre907
2260,86033,2260,nombre63907
2261,35227,2261,nombre17470
2262,73226,2262,nombre45335
2263,26122,2263,nombre87405
2264,95698,2264,nombre82046
2265,1071,2265,nombre82002
2266,71799,2266,nombre53195
2267,57799,2267,nombre9538
2268,95626,2268,nombre31554
2269,33238,2269,nombre53921
2270,35059,2270,nombre17999
2271,29264,2271,nombre45324
2272,63043,2272,nombre63136
2273,89502,2273,nombre49932
2274,59135,2274,nombre50050
2275,69758,2275,nombre36021
2276,81717,2276,nombre38992
2277,5252,2277,nombre11031
2278,99002,2278,nombre43498
2279,66319,2279,nombre45713
2280,46892,2280,nombre71141
2281,37491,2281,nombre38119
2282,7073,2282,nombre42836
2283,45935,2283,nombre30269
2284,53420,2284,nombre45010
2285,3493,2285,nombre90317
2286,24247,2286,nombre43859
2287,30047,2287,nombre70104
2288,62933,2288,nombre47149
2289,86305,2289,nombre11552
2290,64381,2290,nombre23233
2291,55926,2291,nombre47990
2292,3154,2292,nombre33053
2293,81861,2293,nombre59976
2294,61217,2294,nombre68172
2295,94519,2295,nombre39192
2296,74086,2296,nombre91113
2297,82088,2297,nombre19951
2298,20780,2298,nombre2287
2299,83465,2299,nombre32531
2300,2623,2300,nombre31031
2301,20599,2301,nombre38616
2302,79267,2302,nombre57932
2303,50062,2303,nombre19876
2304,7431,2304,nombre6491
2305,17185,2305,nombre34252
2306,86161,2306,nombre86388
2307,8787,2307,nombre41327
2308,16536,2308,nombre12662
2309,29595,2309,nombre7981
2310,13246,2310,nombre23231
2311,80597,2311,nombre23800
2312,95894,2312,nombre6323
2313,76820,2313,nombre57566
2314,28461,2314,nombre84789
2315,55631,2315,nombre85209
2316,79830,2316,nombre64707
2317,62968,2317,nombre58522
2318,45020,2318,nombre85087
2319,34387,2319,nombre10787
2320,31182,2320,nombre34208
2321,56619,2321,nombre74745
2322,45748,2322,nombre26296
2323,19410,2323,nombre29686
2324,56850,2324,nombre71299
2325,59477,2325,nombre55285
2326,27526,2326,nombre22352
2327,56599,2327,nombre76604
2328,57603,2328,nombre45214
2329,32038,2329,nombre99465
2330,41230,2330,nombre31578
2331,98074,2331,nombre29243
2332,88302,2332,nombre63207
2333,6821,2333,nombre53523
2334,24775,2334,nombre60604
2335,9486,2335,nombre86475
2336,59153,2336,nombre19422
2337,33432,2337,nombre48561
2338,30711,2338,nombre64240
2339,35196,2339,nombre676
2340,90315,2340,nombre20051
2341,59505,2341,nombre46479
2342,59774,2342,nombre25589
2343,13741,2343,nombre76146
2344,86604,2344,nombre32348
2345,20990,2345,nombre46338
2346,15794,2346,nombre74687
2347,57046,2347,nombre72956
2348,86614,2348,nombre95462
2349,84948,2349,nombre79005
2350,91299,2350,nombre59482
2351,57548,2351,nombre57747
2352,98282,2352,nombre99774
2353,36638,2353,nombre64244
2354,15153,2354,nombre33977
2355,20421,2355,nombre65698
2356,4036,2356,nombre6906
2357,10892,2357,nombre24254
2358,28087,2358,nombre31834
2359,78022,2359,nombre60546
2360,64574,2360,nombre52456
2361,65664,2361,nombre73582
2362,17844,2362,nombre19411
2363,70045,2363,nombre57645
2364,56690,2364,nombre85101
2365,36414,2365,nombre58293
2366,71312,2366,nombre24678
2367,7927,2367,nombre47534
2368,44752,2368,nombre80810
2369,81062,2369,nombre7606
2370,44360,2370,nombre93224
2371,3418,2371,nombre51544
2372,50764,2372,nombre12750
2373,24769,2373,nombre22249
2374,4664,2374,nombre24709
2375,1632,2375,nombre33579
2376,31365,2376,nombre12407
2377,28508,2377,nombre47722
2378,61647,2378,nombre4639
2379,31510,2379,nombre91535
2380,37866,2380,nombre28012
2381,62111,2381,nombre58489
2382,33807,2382,nombre46949
2383,51356,2383,nombre63289
2384,97130,2384,nombre98022
2385,17706,2385,nombre74676
2386,91784,2386,nombre63513
2387,22473,2387,nombre52759
2388,79054,2388,nombre64614
2389,96630,2389,nombre735
2390,76831,2390,nombre7950
2391,47611,2391,nombre12572
2392,55503,2392,nombre42410
2393,61726,2393,nombre57053
2394,94198,2394,nombre33397
2395,77274,2395,nombre15314
2396,10519,2396,nombre51616
2397,61065,2397,nombre69438
2398,43592,2398,nombre7988
2399,87525,2399,nombre83985
2400,28425,2400,nombre67684
2401,15335,2401,nombre12554
2402,41603,2402,nombre28266
2403,65638,2403,nombre28779
2404,58648,2404,nombre94615
2405,37579,2405,nombre27136
2406,24629,2406,nombre9917
2407,92168,2407,nombre32233
2408,43199,2408,nombre3630
2409,91505,2409,nombre30752
2410,68588,2410,nombre32694
2411,74193,2411,nombre27381
2412,32040,2412,nombre36549
2413,13844,2413,nombre87115
2414,37722,2414,nombre35590
2415,24328,2415,nombre28732
2416,56684,2416,nombre59756
2417,50299,2417,nombre5773
2418,38877,2418,nombre98304
2419,26275,2419,nombre28134
2420,29047,2420,nombre61835
2421,11751,2421,nombre45166
2422,97592,2422,nombre72566
2423,33266,2423,nombre1355
2424,34777,2424,nombre43926
2425,88156,2425,nombre69762
2426,64520,2426,nombre73140
2427,19983,2427,nombre58915
2428,48574,2428,nombre12246
2429,32269,2429,nombre81108
2430,17181,2430,nombre62154
2431,22417,2431,nombre20950
2432,85819,2432,nombre93216
2433,16003,2433,nombre94099
2434,54010,2434,nombre50786
2435,30472,2435,nombre20764
2436,73870,2436,nombre54256
2437,84183,2437,nombre93355
2438,51347,2438,nombre71540
2439,5191,2439,nombre86447
2440,80082,2440,nombre1420
2441,47816,2441,nombre48807
2442,13106,2442,nombre56376
2443,57397,2443,nombre7187
2444,69168,2444,nombre86621
2445,4823,2445,nombre9555
2446,35980,2446,nombre97112
2447,46911,2447,nombre13560
2448,8409,2448,nombre52115
2449,54528,2449,nombre74917
2450,84895,2450,nombre70066
2451,80385,2451,nombre39337
2452,5921,2452,nombre80394
2453,72386,2453,nombre54119
2454,61517,2454,nombre14713
2455,35207,2455,nombre78453
2456,95291,2456,nombre15597
2457,70582,2457,nombre22643
2458,1098,2458,nombre41057
2459,27698,2459,nombre56047
2460,23381,2460,nombre80670
2461,74027,2461,nombre40993
2462,30164,2462,nombre42880
2463,58810,2463,nombre27575
2464,91519,2464,nombre24375
2465,6997,2465,nombre81684
2466,6378,2466,nombre72456
2467,29885,2467,nombre95649
2468,98179,2468,nombre64999
2469,85998,2469,nombre62015
2470,20867,2470,nombre2429
2471,47274,2471,nombre18308
2472,95429,2472,nombre30824
2473,93559,2473,nombre66593
2474,51357,2474,nombre84709
2475,52932,2475,nombre21110
2476,64722,2476,nombre39420
2477,43303,2477,nombre49429
2478,16081,2478,nombre81919
2479,70695,2479,nombre78694
2480,44453,2480,nombre39666
2481,55079,2481,nombre62388
2482,36698,2482,nombre25928
2483,12444,2483,nombre13819
2484,83789,2484,nombre73668
2485,24755,2485,nombre22940
2486,1677,2486,nombre32551
2487,87511,2487,nombre48269
2488,80843,2488,nombre17110
2489,76167,2489,nombre85321
2490,87449,2490,nombre264
2491,33957,2491,nombre59063
2492,46745,2492,nombre91127
2493,6890,2493,nombre32396
2494,53970,2494,nombre42011
2495,32483,2495,nombre74789
2496,36650,2496,nombre56912
2497,58887,2497,nombre26326
2498,37584,2498,nombre46286
2499,51204,2499,nombre1370
2500,84611,2500,nombre12760
2501,97807,2501,nombre16550
2502,56979,2502,nombre93634
2503,95622,2503,nombre79401
2504,73894,2504,nombre66457
2505,96121,2505,nombre11175
2506,58122,2506,nombre7908
2507,90856,2507,nombre25533
2508,89616,2508,nombre93995
2509,54095,2509,nombre84294
2510,1274,2510,nombre81872
2511,66862,2511,nombre56368
2512,90217,2512,nombre11894
2513,18783,2513,nombre75633
2514,68318,2514,nombre21690
2515,84189,2515,nombre99807
2516,6467,2516,nombre69451
2517,14120,2517,nombre84493
2518,29729,2518,nombre2975
2519,58060,2519,nombre9301
2520,93521,2520,nombre33170
2521,70223,2521,nombre43506
2522,50862,2522,nombre44991
2523,11338,2523,nombre96527
2524,7445,2524,nombre83689
2525,24037,2525,nombre91213
2526,38447,2526,nombre34389
2527,27656,2527,nombre74568
2528,26689,2528,nombre47648
2529,62288,2529,nombre58918
2530,19405,2530,nombre94600
2531,8624,2531,nombre93250
2532,19136,2532,nombre99035
2533,61809,2533,nombre31301
2534,87430,2534,nombre10910
2535,50132,2535,nombre94320
2536,54542,2536,nombre13436
2537,9951,2537,nombre39426
2538,28142,2538,nombre10469
2539,48040,2539,nombre83847
2540,58035,2540,nombre38269
2541,17405,2541,nombre97588
2542,81763,2542,nombre79202
2543,8160,2543,nombre83974
2544,93565,2544,nombre52432
2545,44373,2545,nombre3726
2546,61144,2546,nombre26366
2547,86102,2547,nombre13285
2548,58728,2548,nombre92903
2549,47057,2549,nombre45579
2550,12563,2550,nombre89784
2551,82083,2551,nombre9588
2552,8475,2552,nombre71529
2553,53060,2553,nombre66474
2554,7431,2554,nombre30275
2555,22799,2555,nombre64253
2556,27194,2556,nombre58793
2557,61881,2557,nombre82078
2558,91397,2558,nombre76438
2559,12796,2559,nombre18698
2560,36764,2560,nombre87178
2561,38167,2561,nombre6924
2562,95840,2562,nombre27808
2563,25168,2563,nombre31973
2564,84651,2564,nombre25736
2565,41197,2565,nombre37242
2566,17637,2566,nombre59582
2567,64602,2567,nombre39522
2568,37281,2568,nombre57169
2569,89658,2569,nombre88443
2570,94617,2570,nombre22233
2571,47841,2571,nombre58122
2572,38706,2572,nombre13187
2573,65544,2573,nombre35705
2574,40730,2574,nombre23087
2575,16084,2575,nombre8353
2576,90649,2576,nombre11488
2577,18859,2577,nombre36701
2578,91513,2578,nombre74234
2579,86294,2579,nombre83766
2580,73610,2580,nombre10475
2581,95493,2581,nombre99617
2582,64894,2582,nombre88721
2583,21683,2583,nombre32423
2584,89336,2584,nombre4762
2585,88801,2585,nombre91313
2586,96087,2586,nombre99659
2587,83339,2587,nombre85294
2588,61709,2588,nombre58364
2589,26974,2589,nombre53471
2590,80797,2590,nombre37647
2591,89119,2591,nombre64807
2592,11055,2592,nombre32114
2593,265,2593,nombre46921
2594,82534,2594,nombre476
2595,49474,2595,nombre8581
2596,64619,2596,nombre24107
2597,61406,2597,nombre9921
2598,35691,2598,nombre33904
2599,86245,2599,nombre34983
2600,47443,2600,nombre88204
2601,53626,2601,nombre35624
2602,79273,2602,nombre4244
2603,63830,2603,nombre28052
2604,25643,2604,nombre24461
2605,44407,2605,nombre9927
2606,97352,2606,nombre90166
2607,14939,2607,nombre97885
2608,83993,2608,nombre82267
2609,62468,2609,nombre9930
2610,10868,2610,nombre60617
2611,94406,2611,nombre63836
2612,1045,2612,nombre6969
2613,82762,2613,nombre2682
2614,96149,2614,nombre86423
2615,36633,2615,nombre96841
2616,35158,2616,nombre38853
2617,72163,2617,nombre44197
2618,2152,2618,nombre56894
2619,35189,2619,nombre63844
2620,2769,2620,nombre45146
2621,15423,2621,nombre87489
2622,93625,2622,nombre91731
2623,28666,2623,nombre31561
2624,31228,2624,nombre99995
2625,59938,2625,nombre7541
2626,93351,2626,nombre97345
2627,3115,2627,nombre90301
2628,66002,2628,nombre20831
2629,73324,2629,nombre16156
2630,93731,2630,nombre91091
2631,99521,2631,nombre19604
2632,81983,2632,nombre51254
2633,36926,2633,nombre79845
2634,26419,2634,nombre86869
2635,57174,2635,nombre73529
2636,50149,2636,nombre65492
2637,5358,2637,nombre65766
2638,15773,2638,nombre46041
2639,75799,2639,nombre89160
2640,31134,2640,nombre43166
2641,64979,2641,nombre52191
2642,44511,2642,nombre9792
2643,63132,2643,nombre41214
2644,29958,2644,nombre936
2645,99706,2645,nombre80529
2646,24685,2646,nombre36408
2647,65342,2647,nombre50253
2648,42777,2648,nombre93905
2649,87045,2649,nombre4349
2650,57237,2650,nombre78232
2651,15385,2651,nombre23983
2652,79666,2652,nombre79028
2653,92811,2653,nombre10291
2654,79337,2654,nombre34344
2655,52226,2655,nombre23871
2656,74767,2656,nombre94786
2657,53497,2657,nombre90022
2658,20811,2658,nombre10527
2659,18529,2659,nombre84662
2660,77678,2660,nombre32009
2661,47838,2661,nombre11630
2662,51577,2662,nombre51338
2663,41645,2663,nombre14916
2664,19060,2664,nombre642
2665,43120,2665,nombre77089
2666,88276,2666,nombre47435
2667,18640,2667,nombre85077
2668,69293,2668,nombre84996
2669,70837,2669,nombre9498
2670,26578,2670,nombre66908
2671,59081,2671,nombre47908
2672,75080,2672,nombre43890
2673,60642,2673,nombre21342
2674,69861,2674,nombre4871
2675,19693,2675,nombre96461
2676,75869,2676,nombre50970
2677,94935,2677,nombre20419
2678,81538,2678,nombre49212
2679,89890,2679,nombre41267
2680,51640,2680,nombre74843
2681,74340,2681,nombre55206
2682,62828,2682,nombre99286
2683,84240,2683,nombre86552
2684,45124,2684,nombre44536
2685,67924,2685,nombre26898
2686,4330,2686,nombre46712
2687,47515,2687,nombre20651
2688,93958,2688,nombre68545
2689,12025,2689,nombre37119
2690,54202,2690,nombre99872
2691,90965,2691,nombre21491
2692,4535,2692,nombre21401
2693,52645,2693,nombre99266
2694,1078,2694,nombre65100
2695,51637,2695,nombre28493
2696,15576,2696,nombre62225
2697,27173,2697,nombre40910
2698,18779,2698,nombre78919
2699,9350,2699,nombre93778
2700,46728,2700,nombre98707
2701,94066,2701,nombre5960
2702,38579,2702,nombre9639
2703,68644,2703,nombre9466
2704,91608,2704,nombre99996
2705,28612,2705,nombre48806
2706,54328,2706,nombre92451
2707,41284,2707,nombre61980
2708,93374,2708,nombre79581
2709,57597,2709,nombre75041
2710,6883,2710,nombre30432
2711,5931,2711,nombre57332
2712,23126,2712,nombre41208
2713,34258,2713,nombre79558
2714,20338,2714,nombre93068
2715,69262,2715,nombre11804
2716,44417,2716,nombre34801
2717,1760,2717,nombre26657
2718,63292,2718,nombre43776
2719,24629,2719,nombre35036
2720,10969,2720,nombre69888
2721,49985,2721,nombre14819
2722,37994,2722,nombre25730
2723,57164,2723,nombre44308
2724,44654,2724,nombre64083
2725,26204,2725,nombre77463
2726,53628,2726,nombre29324
2727,38188,2727,nombre51858
2728,6863,2728,nombre48622
2729,34005,2729,nombre60216
2730,50840,2730,nombre19188
2731,49821,2731,nombre39875
2732,5396,2732,nombre5611
2733,5524,2733,nombre54095
2734,57857,2734,nombre6470
2735,50704,2735,nombre14786
2736,683,2736,nombre65221
2737,54061,2737,nombre9021
2738,7826,2738,nombre59180
2739,49203,2739,nombre29033
2740,55582,2740,nombre16075
2741,68615,2741,nombre93963
2742,57398,2742,nombre83773
2743,83981,2743,nombre61076
2744,79488,2744,nombre17489
2745,48004,2745,nombre24290
2746,29568,2746,nombre90212
2747,4132,2747,nombre33781
2748,76293,2748,nombre21590
2749,82337,2749,nombre13763
2750,67162,2750,nombre44931
2751,65736,2751,nombre55370
2752,31406,2752,nombre67835
2753,36538,2753,nombre84036
2754,48914,2754,nombre11560
