usuario,productoId,pago
1364,43257,pago39219
1365,50164,pago55364
1366,38516,pago16059
1367,59295,pago92658
1368,85102,pago34202
1369,53823,pago9036
1370,4113,pago77289
1371,11822,pago92592
1372,4083,pago91802
1373,52608,pago17164
1374,44014,pago27577
1375,35779,pago84062
1376,23913,pago62357
1377,72708,pago69550
1378,87458,pago74883
1379,79385,pago82366
1380,98729,pago37208
1381,3047,pago71968
1382,82298,pago83341
1383,82343,pago11801
1384,9955,pago99388
1385,67984,pago69181
1386,36095,pago80301
1387,16327,pago44983
1388,45290,pago91648
1389,14673,pago34503
1390,89873,pago86304
1391,75508,pago29691
1392,49339,pago55117
1393,52833,pago4237
1394,74163,pago7282
1395,3793,pago73973
1396,77836,pago10199
1397,69680,pago79584
1398,40308,pago75610
1399,84937,pago81726
1400,90420,pago18520
1401,41218,pago72761
1402,85413,pago61164
1403,73315,pago33141
1404,72589,pago32038
1405,66946,pago69978
1406,2705,pago59614
1407,7467,pago80246
1408,84123,pago62110
1409,55998,pago33814
1410,28453,pago8449
1411,73292,pago35964
1412,73156,pago48261
1413,33947,pago38086
1414,50224,pago80251
1415,64058,pago8355
1416,8182,pago25890
1417,7239,pago1379
1418,6471,pago80348
1419,60201,pago6991
1420,65932,pago63285
1421,92726,pago93390
1422,53187,pago82975
1423,52056,pago48711
1424,95769,pago95845
1425,90237,pago53888
1426,65946,pago62563
1427,47234,pago90786
1428,36073,pago66235
1429,56734,pago22942
1430,23056,pago34087
1431,75513,pago80282
1432,27765,pago28605
1433,63405,pago89813
1434,20792,pago40044
1435,71916,pago87427
1436,55901,pago24849
1437,89823,pago22061
1438,99197,pago64676
1439,16369,pago66709
1440,26932,pago25106
1441,77745,pago25208
1442,59877,pago46786
1443,66597,pago23892
1444,90726,pago74698
1445,70224,pago65699
1446,38351,pago71270
1447,33710,pago92087
1448,36295,pago2026
1449,30980,pago52983
1450,6682,pago62759
1451,80221,pago14207
1452,62342,pago96245
1453,71463,pago35421
1454,90357,pago85047
1455,41629,pago80734
1456,34345,pago33270
1457,39454,pago40947
1458,11145,pago17429
1459,5479,pago18048
1460,996,pago14236
1461,87172,pago13634
1462,74184,pago59435
1463,80660,pago38965
1464,92548,pago2223
1465,69294,pago10247
1466,82876,pago72783
1467,68641,pago10297
1468,88962,pago58602
1469,35947,pago74931
1470,80512,pago80019
1471,64617,pago26736
1472,95986,pago40097
1473,30809,pago33123
1474,3555,pago74752
1475,82180,pago7464
1476,71694,pago81234
1477,80397,pago57018
1478,4804,pago75873
1479,45847,pago98526
1480,66052,pago43785
1481,1693,pago99908
1482,47955,pago91388
1483,76894,pago79571
1484,88096,pago10687
1485,50806,pago47795
1486,55298,pago98612
1487,17996,pago53764
1488,10074,pago5984
1489,58030,pago79196
1490,60721,pago58215
1491,34423,pago74600
1492,3496,pago67685
1493,54563,pago43800
1494,29253,pago1920
1495,71865,pago79976
1496,88906,pago23906
1497,2262,pago30709
1498,41561,pago70340
1499,61281,pago41605
1500,68972,pago16738
1501,68533,pago75854
1502,6308,pago37110
1503,16416,pago17730
1504,92782,pago57145
1505,9504,pago4851
1506,41337,pago1046
1507,15245,pago91507
1508,74124,pago36661
1509,96391,pago69083
1510,2360,pago17986
1511,84064,pago87753
1512,10281,pago27433
1513,18788,pago74939
1514,3220,pago44886
1515,11209,pago19874
1516,79716,pago8510
1517,87406,pago34381
1518,3768,pago40788
1519,23559,pago37232
1520,40152,pago42921
1521,15820,pago75718
1522,57749,pago63641
1523,5188,pago61676
1524,73755,pago18879
1525,35211,pago12277
1526,80895,pago9928
1527,97620,pago78934
1528,52324,pago71396
1529,46912,pago91049
1530,13459,pago81619
1531,20020,pago39804
1532,44422,pago18946
1533,25399,pago6346
1534,14948,pago17222
1535,97647,pago1864
1536,77043,pago23308
1537,7519,pago97297
1538,64304,pago84313
1539,27497,pago66457
1540,28967,pago63883
1541,26221,pago26870
1542,69104,pago89434
1543,6185,pago46998
1544,93628,pago17148
1545,27890,pago12076
1546,72178,pago91622
1547,47691,pago6999
1548,74973,pago29742
1549,36294,pago74493
1550,82775,pago45081
1551,66998,pago68277
1552,91789,pago40558
1553,26175,pago23287
1554,10982,pago49715
1555,46731,pago4102
1556,72905,pago94230
1557,37403,pago34636
1558,12639,pago7986
1559,74103,pago19833
1560,33854,pago7492
1561,69340,pago27481
1562,8433,pago16981
1563,11136,pago63144
1564,5130,pago45334
1565,47305,pago37924
1566,3083,pago50861
1567,25992,pago91876
1568,76479,pago16246
1569,18061,pago14720
1570,52016,pago15970
1571,63108,pago96574
1572,77912,pago14090
1573,53702,pago69819
1574,67017,pago19395
1575,37500,pago49540
1576,80061,pago2133
1577,44312,pago916
1578,24516,pago25978
1579,62938,pago36520
1580,31879,pago31663
1581,31089,pago12019
1582,69497,pago84941
1583,49890,pago23018
1584,53388,pago60322
1585,46607,pago36833
1586,65715,pago86456
1587,27560,pago24717
1588,72584,pago99046
1589,70066,pago86347
1590,87484,pago31742
1591,92016,pago96961
1592,85653,pago98657
1593,18725,pago82569
1594,63098,pago93159
1595,75518,pago96972
1596,91921,pago73773
1597,68919,pago67461
1598,66493,pago40806
1599,76620,pago24422
1600,10708,pago29528
1601,94389,pago94117
1602,22732,pago43310
1603,26429,pago55170
1604,22464,pago737
1605,29026,pago16287
1606,55087,pago60742
1607,42972,pago56465
1608,57725,pago59779
1609,41116,pago18010
1610,51399,pago57011
1611,97507,pago74026
1612,81246,pago87687
1613,41926,pago53065
1614,67701,pago79681
1615,51902,pago65409
1616,58389,pago23248
1617,96152,pago63438
1618,40147,pago57620
1619,70193,pago9283
1620,77441,pago40506
1621,6235,pago34916
1622,4157,pago28982
1623,27366,pago40417
1624,7090,pago86075
1625,66190,pago85709
1626,10542,pago28400
1627,29819,pago69901
1628,9881,pago81238
1629,33101,pago91785
1630,12066,pago15339
1631,14258,pago41948
1632,99711,pago19075
1633,39171,pago65089
1634,53150,pago43674
1635,38374,pago28768
1636,53965,pago71962
1637,58428,pago51040
1638,29099,pago14490
1639,32526,pago42564
1640,71747,pago44644
1641,22250,pago21822
1642,34217,pago66283
1643,55328,pago98136
1644,69428,pago79345
1645,3304,pago42295
1646,62952,pago31034
1647,40144,pago30543
1648,28614,pago89005
1649,44372,pago85350
1650,90504,pago19605
1651,46719,pago60893
1652,24082,pago14653
1653,70279,pago38179
1654,76002,pago46451
1655,10032,pago69532
1656,19304,pago44877
1657,51317,pago61217
1658,13621,pago94513
1659,11969,pago29150
1660,11908,pago16770
1661,9908,pago46066
1662,89924,pago33202
1663,70915,pago962
1664,23252,pago78585
1665,86873,pago46695
1666,85351,pago11900
1667,54363,pago34613
1668,98074,pago55789
1669,60926,pago3807
1670,9327,pago47071
1671,76971,pago32481
1672,60276,pago33223
1673,19872,pago65904
1674,52563,pago69407
1675,33414,pago2153
1676,55038,pago46684
1677,59841,pago57807
1678,33378,pago87001
1679,1765,pago57186
1680,66196,pago43852
1681,51204,pago88402
1682,72792,pago37882
1683,4920,pago46186
1684,24417,pago52703
1685,2974,pago99676
1686,34170,pago39927
1687,14435,pago88272
1688,51765,pago63186
1689,91246,pago14050
1690,93159,pago55946
1691,852,pago30187
1692,72054,pago94395
1693,52076,pago71822
1694,44487,pago45420
1695,2161,pago67146
1696,45579,pago29658
1697,88970,pago90574
1698,30804,pago90389
1699,79464,pago95145
1700,45765,pago6560
1701,71800,pago69028
1702,65067,pago57250
1703,92994,pago41013
1704,20924,pago18417
1705,21072,pago95615
1706,60235,pago54678
1707,55398,pago26487
1708,83541,pago44474
1709,21221,pago59228
1710,46562,pago20648
1711,88592,pago49446
1712,36325,pago9054
1713,68416,pago48189
1714,72130,pago23956
1715,93904,pago64292
1716,7828,pago97548
1717,19037,pago85425
1718,53610,pago37591
1719,89066,pago16783
1720,96600,pago69528
1721,36506,pago35770
1722,90387,pago10540
1723,47255,pago58990
1724,33641,pago7090
1725,96922,pago83766
1726,76962,pago20715
1727,3775,pago84828
1728,67588,pago41767
1729,25334,pago94569
1730,92800,pago86606
1731,49639,pago84221
1732,43140,pago1381
1733,73161,pago84305
1734,69712,pago26830
1735,82017,pago67018
1736,5733,pago3208
1737,19529,pago12471
1738,95056,pago79092
1739,73360,pago5079
1740,18932,pago27239
1741,45510,pago94924
1742,19300,pago69167
1743,19133,pago99139
1744,66515,pago14546
1745,8585,pago28067
1746,57478,pago57719
1747,79077,pago73582
1748,46930,pago44464
1749,1422,pago88401
1750,10250,pago196
1751,39878,pago45211
1752,33205,pago17612
1753,14220,pago43888
1754,79192,pago39288
1755,64001,pago91546
1756,71651,pago324
1757,48517,pago72661
1758,39252,pago52413
1759,90552,pago33912
1760,89401,pago47144
1761,77673,pago9982
1762,9421,pago58842
1763,17698,pago54097
1764,75095,pago53391
1765,50697,pago23124
1766,72585,pago95141
1767,67953,pago89780
1768,53137,pago91519
1769,55650,pago44405
1770,20499,pago17847
1771,87868,pago55808
1772,73044,pago4783
1773,36205,pago33810
1774,9992,pago70594
1775,33871,pago38600
1776,22412,pago43386
1777,8999,pago27104
1778,86483,pago38634
1779,95112,pago66323
1780,54604,pago36557
1781,26923,pago17512
1782,48396,pago19901
1783,32019,pago43705
1784,43860,pago20614
1785,11231,pago63328
1786,721,pago58504
1787,43305,pago15165
1788,68958,pago65278
1789,87993,pago21422
1790,75784,pago19630
1791,44540,pago54868
1792,95772,pago79500
1793,51437,pago26519
1794,837,pago74627
1795,30368,pago90898
1796,61749,pago88095
1797,37432,pago25305
1798,74859,pago5011
1799,14137,pago95987
1800,9662,pago26677
1801,48197,pago42963
1802,3078,pago98504
1803,75089,pago59251
1804,85284,pago11709
1805,42396,pago78886
1806,19726,pago18728
1807,82263,pago91224
1808,90090,pago15220
1809,83907,pago45490
1810,30566,pago19871
1811,1785,pago2604
1812,15275,pago11254
1813,28460,pago90254
1814,3939,pago6478
1815,77635,pago21238
1816,38293,pago22448
1817,85500,pago80034
1818,71244,pago88702
1819,91399,pago53806
1820,78267,pago21669
1821,72044,pago88315
1822,99850,pago46201
1823,158,pago85488
1824,36263,pago1214
1825,17112,pago86331
1826,29300,pago66349
1827,11141,pago37251
1828,29491,pago53211
1829,16722,pago8052
1830,86714,pago20149
1831,26325,pago26937
1832,34469,pago29196
1833,39916,pago87236
1834,69348,pago36281
1835,68120,pago3548
1836,15516,pago98205
1837,13539,pago82941
1838,57444,pago82306
1839,8270,pago82650
1840,28416,pago94763
1841,22210,pago86012
1842,54686,pago2055
1843,52957,pago13653
1844,29579,pago11936
1845,19567,pago15005
1846,95313,pago99989
1847,20897,pago58633
1848,40056,pago37449
1849,32565,pago92006
1850,1214,pago65847
1851,70035,pago30657
1852,92915,pago57743
1853,54540,pago74477
1854,23316,pago56241
1855,28455,pago58940
1856,67620,pago77338
1857,26153,pago92339
1858,71055,pago10703
1859,82841,pago18729
1860,31398,pago47969
1861,89908,pago91171
1862,98633,pago8376
1863,26082,pago67197
1864,80125,pago18035
1865,39590,pago55628
1866,59794,pago10236
1867,80505,pago33987
1868,83791,pago49918
1869,78694,pago23771
1870,44402,pago38
1871,28301,pago23331
1872,45443,pago97113
1873,47636,pago4837
1874,98431,pago22207
1875,53571,pago2483
1876,46691,pago91385
1877,74719,pago93338
1878,52124,pago15617
1879,6654,pago60570
1880,89755,pago41502
1881,85716,pago27421
1882,91598,pago15157
1883,23607,pago87181
1884,70667,pago28412
1885,40093,pago85135
1886,64044,pago57920
1887,24463,pago7013
1888,76968,pago42786
1889,95157,pago94147
1890,71335,pago18948
1891,93430,pago80322
1892,11092,pago28770
1893,78471,pago81413
1894,7357,pago27446
1895,22,pago17266
1896,27972,pago5116
1897,50377,pago90730
1898,56881,pago96113
1899,67541,pago32529
1900,38770,pago57704
1901,40536,pago46866
1902,89940,pago75019
1903,72140,pago50474
1904,8060,pago93412
1905,28693,pago32395
1906,6040,pago6588
1907,2764,pago21497
1908,24046,pago86221
1909,66687,pago23255
1910,3010,pago30157
1911,73783,pago40055
1912,77846,pago763
1913,38365,pago92039
1914,16215,pago57868
1915,90599,pago45346
1916,34849,pago20814
1917,18216,pago58186
1918,63579,pago89577
1919,26051,pago88076
1920,33028,pago34818
1921,58320,pago26906
1922,43385,pago76915
1923,21050,pago95682
1924,64223,pago37289
1925,43611,pago68242
1926,75560,pago18263
1927,83869,pago7858
1928,41990,pago50483
1929,18069,pago51981
1930,41366,pago18257
1931,88806,pago61713
1932,55256,pago94480
1933,98560,pago2251
1934,88519,pago68564
1935,7634,pago42040
1936,30014,pago4274
1937,4144,pago46794
1938,70346,pago18972
1939,96210,pago46020
1940,8348,pago41131
1941,22513,pago80404
1942,57569,pago76883
1943,10499,pago17597
1944,3517,pago73126
1945,62973,pago22693
1946,27076,pago92995
1947,74424,pago50297
1948,59660,pago17863
1949,23814,pago59261
1950,2388,pago82704
1951,17024,pago11271
1952,63671,pago68714
1953,67704,pago96159
1954,49500,pago15688
1955,53184,pago39206
1956,88752,pago81432
1957,54847,pago75424
1958,43797,pago74321
1959,604,pago4483
1960,57482,pago95578
1961,74326,pago1252
1962,56029,pago68189
1963,61224,pago3757
1964,15758,pago547
1965,5660,pago2325
1966,38839,pago6131
1967,30334,pago60239
1968,14262,pago23980
1969,53135,pago11280
1970,17712,pago83187
1971,29871,pago61387
1972,34511,pago23404
1973,18011,pago3494
1974,47287,pago63548
1975,57282,pago69233
1976,93959,pago55679
1977,92920,pago74490
1978,4234,pago30235
1979,81817,pago51960
1980,24206,pago32788
1981,68946,pago99185
1982,6152,pago88442
1983,14854,pago44940
1984,82310,pago10374
1985,67645,pago27266
1986,81246,pago49123
1987,31667,pago31229
1988,79906,pago98017
1989,66204,pago67738
1990,25362,pago63768
1991,11524,pago16281
1992,14858,pago94711
1993,39910,pago50384
1994,20949,pago14111
1995,79756,pago81853
1996,45954,pago62376
1997,6972,pago49814
1998,27039,pago64382
1999,78533,pago54845
2000,65107,pago30093
2001,49864,pago91425
2002,42031,pago38420
2003,93926,pago20622
2004,37753,pago29884
2005,18282,pago10797
2006,33380,pago19831
2007,4840,pago36566
2008,58013,pago54359
2009,28770,pago18772
2010,77098,pago35404
2011,27014,pago3241
2012,94175,pago3145
2013,32568,pago12871
2014,31171,pago57200
2015,33126,pago95663
2016,96152,pago14243
2017,3908,pago7709
2018,73548,pago17310
2019,50002,pago3366
2020,76166,pago33080
2021,74379,pago45860
2022,22379,pago79480
2023,31177,pago9187
2024,95493,pago31582
2025,99263,pago59264
2026,19839,pago18991
2027,97596,pago53196
2028,64942,pago70142
2029,63751,pago72950
2030,48599,pago4122
2031,31344,pago42128
2032,74504,pago5636
2033,68008,pago93834
2034,58643,pago53659
2035,38798,pago68341
2036,81932,pago38589
2037,41620,pago73931
2038,61124,pago50189
2039,57583,pago6776
2040,84706,pago38110
2041,29998,pago36628
2042,91278,pago15031
2043,20826,pago27501
2044,49359,pago95202
2045,64442,pago4115
2046,48735,pago16171
2047,22070,pago97550
2048,43292,pago72026
2049,97216,pago60571
2050,6267,pago98870
2051,19772,pago65860
2052,79202,pago11887
2053,5449,pago91435
2054,45733,pago77663
2055,8794,pago15987
2056,81198,pago79788
2057,61349,pago71192
2058,66573,pago75735
2059,12559,pago29457
2060,15870,pago59803
2061,82178,pago93629
2062,61398,pago1530
2063,67743,pago81538
2064,12922,pago51695
2065,84017,pago57416
2066,47339,pago24706
2067,18032,pago96972
2068,81345,pago60205
2069,45491,pago52129
2070,73994,pago61882
2071,97962,pago58851
2072,4073,pago29673
2073,5665,pago4289
2074,24077,pago14851
2075,69518,pago68813
2076,55322,pago28402
2077,81280,pago48920
2078,6218,pago808
2079,43731,pago68833
2080,53801,pago67168
2081,25833,pago51647
2082,90110,pago4039
2083,93470,pago36045
2084,5691,pago85619
2085,92047,pago77349
2086,15764,pago83749
2087,89644,pago18668
2088,74317,pago17510
2089,81507,pago54984
2090,7569,pago34501
2091,14769,pago24474
2092,56157,pago56657
2093,17189,pago90381
2094,17648,pago89361
2095,88959,pago66924
2096,39740,pago72706
2097,76983,pago91094
2098,26318,pago78138
2099,3112,pago21549
2100,11042,pago26807
2101,60955,pago88451
2102,11549,pago68085
2103,46357,pago5945
2104,59036,pago85080
2105,8387,pago48513
2106,88240,pago71864
2107,98210,pago23341
2108,93282,pago84571
2109,95771,pago57649
2110,32279,pago36441
2111,87069,pago44403
2112,29286,pago44347
2113,40366,pago30485
2114,55159,pago52966
2115,22065,pago28236
2116,82368,pago53184
2117,31163,pago56806
2118,68261,pago80595
2119,47455,pago76018
2120,99467,pago99470
2121,49074,pago9498
2122,60526,pago52669
2123,72410,pago71602
2124,28292,pago19439
2125,23326,pago33542
2126,64519,pago39925
2127,8095,pago7889
2128,59811,pago82960
2129,54874,pago96245
2130,17809,pago5186
2131,74275,pago16779
2132,19150,pago61844
2133,99914,pago2759
2134,59165,pago25116
2135,76668,pago6203
2136,9800,pago585
2137,55276,pago15217
2138,62297,pago70043
2139,90464,pago86868
2140,23371,pago7619
2141,61661,pago80417
2142,34539,pago32361
2143,33292,pago32286
2144,58099,pago31839
2145,14040,pago96989
2146,18861,pago63677
2147,6778,pago6035
2148,68298,pago65230
2149,78407,pago35674
2150,24950,pago92513
2151,831,pago18803
2152,97816,pago20827
2153,73714,pago86220
2154,26246,pago80736
2155,47274,pago71298
2156,75313,pago52945
2157,59039,pago84431
2158,12253,pago68363
2159,76490,pago40963
2160,6549,pago58433
2161,50989,pago20577
2162,88491,pago72311
2163,57449,pago1854
2164,95761,pago66146
2165,88755,pago72272
2166,6150,pago26949
2167,1979,pago73636
2168,95911,pago68301
2169,15113,pago37800
2170,10309,pago83686
2171,26941,pago59311
2172,77324,pago31587
2173,26647,pago36386
2174,60904,pago71435
2175,41509,pago85626
2176,16272,pago27906
2177,77005,pago78552
2178,69046,pago60304
2179,13420,pago46806
2180,13419,pago38922
2181,84516,pago11723
2182,38233,pago64840
2183,12073,pago88225
2184,9182,pago71126
2185,53078,pago93289
2186,59713,pago5931
2187,85895,pago49322
2188,95942,pago72
2189,28484,pago77183
2190,99404,pago31728
2191,69791,pago72575
2192,18911,pago26564
2193,18465,pago84437
2194,48854,pago89608
2195,21540,pago79568
2196,51924,pago21549
2197,62263,pago50461
2198,45181,pago95949
2199,93539,pago34044
2200,83663,pago88289
2201,14200,pago31917
2202,41915,pago27945
2203,31028,pago45354
2204,79399,pago11596
2205,8497,pago92944
2206,44037,pago35982
2207,94597,pago13082
2208,82376,pago51618
2209,68194,pago64597
2210,18559,pago65497
2211,25949,pago77328
2212,97939,pago20624
2213,77172,pago45158
2214,29969,pago73458
2215,92524,pago54729
2216,44613,pago32195
2217,96260,pago64729
2218,35253,pago61542
2219,93421,pago44914
2220,78838,pago21536
2221,2058,pago8378
2222,18922,pago39419
2223,13626,pago15328
2224,751,pago55795
2225,75664,pago69226
2226,58089,pago64170
2227,4388,pago55445
2228,92861,pago28249
2229,76775,pago68892
2230,29011,pago44341
2231,87797,pago1840
2232,73770,pago17193
2233,72161,pago12677
2234,43707,pago47467
2235,55221,pago55226
2236,74531,pago85575
2237,19740,pago82598
2238,74923,pago26159
2239,57662,pago21706
2240,725,pago70367
2241,6754,pago17392
2242,61109,pago11993
2243,41537,pago95352
2244,84597,pago35753
2245,84806,pago2857
2246,38085,pago69053
2247,32837,pago24973
2248,62566,pago91080
2249,76846,pago81329
2250,59081,pago32148
2251,61047,pago26237
2252,805,pago73237
2253,7776,pago3663
2254,4343,pago88305
2255,29264,pago85303
2256,52773,pago84404
2257,6503,pago91425
2258,64374,pago64519
2259,24194,pago87664
2260,55627,pago94286
2261,75621,pago15118
2262,71062,pago3972
2263,64660,pago50125
2264,83795,pago87537
2265,47461,pago4354
2266,98776,pago92252
2267,83179,pago35764
2268,74535,pago51772
2269,1139,pago9944
2270,1166,pago30781
2271,12411,pago37096
2272,84203,pago32015
2273,14999,pago25107
2274,84579,pago8409
2275,61821,pago68015
2276,41198,pago97420
2277,20903,pago90197
2278,98345,pago10571
2279,27125,pago58091
2280,90801,pago71502
2281,41958,pago50405
2282,54830,pago90402
2283,1779,pago47129
2284,36567,pago1
2285,71135,pago15899
2286,47371,pago6718
2287,33069,pago85484
2288,79931,pago81484
2289,99567,pago15276
2290,27652,pago43047
2291,17067,pago89653
2292,14618,pago54239
2293,97405,pago35934
2294,16617,pago57733
2295,14888,pago93402
2296,21220,pago2190
2297,33981,pago31516
2298,15080,pago89102
2299,35715,pago4068
2300,91162,pago35907
2301,9721,pago99929
2302,13646,pago3789
2303,2407,pago52353
2304,48433,pago87985
2305,30312,pago59259
2306,32708,pago73186
2307,2051,pago91489
2308,51291,pago90852
2309,69422,pago58495
2310,50755,pago425
2311,76361,pago73044
2312,24243,pago97427
2313,63469,pago85909
2314,84533,pago6927
2315,6821,pago4508
2316,33933,pago19781
2317,10054,pago74196
2318,7378,pago85594
2319,67108,pago11403
2320,68251,pago81081
2321,73971,pago89589
2322,68264,pago54903
2323,64152,pago1761
2324,42821,pago71869
2325,21211,pago29387
2326,49571,pago67200
2327,26276,pago18195
2328,49859,pago57979
2329,5748,pago29001
2330,84808,pago72872
2331,25679,pago53327
2332,14175,pago28442
2333,51620,pago76366
2334,84537,pago681
2335,64957,pago78748
2336,58622,pago63891
2337,47407,pago49863
2338,78554,pago39886
2339,88005,pago20307
2340,37286,pago42993
2341,92407,pago88873
2342,58161,pago45471
2343,52611,pago57543
2344,80461,pago49265
2345,1960,pago95373
2346,11555,pago70459
2347,95194,pago96704
2348,55465,pago72697
2349,34154,pago99116
2350,53117,pago89560
2351,23262,pago57661
2352,22430,pago32054
2353,90562,pago61208
2354,11821,pago55483
2355,67147,pago6638
2356,35551,pago40610
2357,91826,pago21276
2358,80590,pago9756
2359,67782,pago94914
2360,59286,pago7689
2361,8494,pago20147
2362,48889,pago25310
2363,26814,pago37460
2364,50626,pago26603
2365,14855,pago93284
2366,98692,pago17822
2367,75203,pago12134
2368,88591,pago79691
2369,19470,pago44560
2370,56957,pago24641
2371,99209,pago22356
2372,87270,pago99427
2373,84692,pago85245
2374,44793,pago83212
2375,63046,pago19540
2376,50029,pago98537
2377,79788,pago52324
2378,6479,pago67223
2379,68230,pago18407
2380,79507,pago66032
2381,10404,pago49325
2382,84950,pago61236
2383,33571,pago86032
2384,73057,pago7042
2385,26522,pago32894
2386,29855,pago53748
2387,33633,pago31581
2388,40842,pago44248
2389,64083,pago12167
2390,42783,pago13360
2391,4399,pago38173
2392,15134,pago63258
2393,30259,pago56867
2394,36472,pago93167
2395,53102,pago97190
2396,28125,pago60204
2397,28630,pago17381
2398,12933,pago66310
2399,41588,pago38165
2400,10467,pago63212
2401,97909,pago61759
2402,3579,pago91665
2403,81204,pago11464
2404,79202,pago74212
2405,91379,pago28030
2406,73122,pago86035
2407,78697,pago80432
2408,86887,pago5656
2409,9329,pago11834
2410,96132,pago23529
2411,78957,pago33163
2412,63861,pago58855
2413,735,pago13761
2414,7141,pago69276
2415,27767,pago17229
2416,4698,pago42314
2417,41518,pago68345
2418,58533,pago31346
2419,57921,pago12439
2420,64146,pago38862
2421,42446,pago89820
2422,58717,pago33192
2423,99720,pago36866
2424,68416,pago67724
2425,21848,pago53893
2426,11240,pago80529
2427,61587,pago92906
2428,76549,pago67413
2429,60188,pago93113
2430,7475,pago39313
2431,13491,pago18138
2432,49663,pago5451
2433,94439,pago24706
2434,35910,pago33294
2435,17835,pago6247
2436,42250,pago77607
2437,86963,pago86870
2438,80744,pago35639
2439,49253,pago69034
2440,16919,pago30025
2441,62799,pago86279
2442,1739,pago16754
2443,65348,pago28600
2444,74449,pago32156
2445,8887,pago58782
2446,58732,pago18678
2447,90610,pago88176
2448,86712,pago58379
2449,94817,pago67346
2450,94800,pago35828
2451,26095,pago22366
2452,57182,pago70315
2453,54790,pago71901
2454,79323,pago33101
2455,78892,pago79816
2456,60809,pago75148
2457,97192,pago96156
2458,74602,pago57976
2459,94436,pago30556
2460,33048,pago88236
2461,77909,pago63683
2462,95557,pago67166
2463,83159,pago9181
2464,8759,pago10003
2465,56178,pago149
2466,56810,pago58742
2467,25843,pago45880
2468,76974,pago50120
2469,2972,pago16749
2470,70572,pago65584
2471,879,pago83721
2472,23492,pago76831
2473,79908,pago98072
2474,28412,pago13475
2475,34823,pago79319
2476,56888,pago58851
2477,55470,pago17621
2478,15833,pago72146
2479,18420,pago69928
2480,98511,pago7405
2481,70026,pago98743
2482,34282,pago12205
2483,99662,pago76846
2484,58582,pago11328
2485,9921,pago66504
2486,49597,pago61978
2487,90625,pago55511
2488,67933,pago39897
2489,33587,pago2447
2490,99188,pago51333
2491,52801,pago42648
2492,66686,pago382
2493,34201,pago6858
2494,43863,pago86873
2495,29460,pago9344
2496,70142,pago70877
2497,50679,pago82264
2498,5081,pago84944
2499,26844,pago59427
2500,74351,pago13386
2501,32501,pago9903
2502,24163,pago41583
2503,12461,pago81927
2504,70708,pago12312
2505,77386,pago33451
2506,87036,pago24072
2507,72010,pago10208
2508,63426,pago34088
2509,61986,pago87638
2510,14197,pago89136
2511,33829,pago91809
2512,97776,pago12207
2513,90154,pago24105
2514,44247,pago31244
2515,56894,pago76887
2516,64357,pago83219
2517,84255,pago75443
2518,15354,pago86128
2519,80897,pago75115
2520,63263,pago40849
2521,50732,pago90632
2522,74502,pago41163
2523,13535,pago97903
2524,26830,pago54419
2525,51418,pago10079
2526,1758,pago78873
2527,31876,pago35888
2528,87116,pago9414
2529,26904,pago15213
2530,50981,pago94844
2531,49468,pago47356
2532,51091,pago30572
2533,17501,pago73760
2534,24686,pago44872
2535,59675,pago83618
2536,85024,pago21334
2537,61892,pago99819
2538,63590,pago87840
2539,11093,pago85256
2540,95931,pago28157
2541,66273,pago33878
2542,552,pago2244
2543,23717,pago71496
2544,75961,pago85414
2545,82471,pago11015
2546,23792,pago44594
2547,22771,pago56030
2548,68483,pago74156
2549,93420,pago9982
2550,37940,pago28156
2551,65226,pago90765
2552,53705,pago48018
2553,69966,pago25440
2554,34088,pago27740
2555,75962,pago30507
2556,46497,pago6434
2557,14912,pago48108
2558,14763,pago30290
2559,48630,pago83579
2560,34435,pago74519
2561,85054,pago9448
2562,51126,pago59836
2563,93374,pago32255
2564,34270,pago2896
2565,37765,pago91950
2566,58754,pago27780
2567,15141,pago85200
2568,55761,pago56525
2569,85181,pago43023
2570,81311,pago52346
2571,96797,pago11483
2572,81636,pago58957
2573,88094,pago10624
2574,84088,pago1667
2575,83185,pago49028
2576,44348,pago79544
2577,89142,pago20745
2578,19678,pago83718
2579,48328,pago99752
2580,65470,pago22353
2581,23875,pago98504
2582,994,pago79300
2583,71284,pago71872
2584,88856,pago99802
2585,5757,pago49434
2586,58506,pago87493
2587,60894,pago32481
2588,76587,pago13115
2589,2547,pago82151
2590,94457,pago14643
2591,86032,pago2745
2592,12802,pago18348
2593,61186,pago51318
2594,66260,pago66844
2595,82650,pago99593
2596,51187,pago50438
2597,80411,pago7046
2598,15498,pago48236
2599,93788,pago84298
2600,27647,pago34097
2601,89876,pago69911
2602,50178,pago80704
2603,34113,pago20219
2604,52412,pago99057
2605,29631,pago95233
2606,19631,pago22120
2607,41167,pago50885
2608,51958,pago69957
2609,19879,pago43449
2610,46190,pago75270
2611,98945,pago42539
2612,35270,pago46608
2613,50002,pago10699
2614,78801,pago80482
2615,8412,pago70172
2616,43145,pago73635
2617,55505,pago30569
2618,35356,pago94290
2619,21945,pago8657
2620,7791,pago8354
2621,85712,pago37426
2622,62847,pago70171
2623,25677,pago88815
2624,71594,pago59122
2625,12454,pago39754
2626,5738,pago74273
2627,43852,pago29458
2628,98152,pago99815
2629,69359,pago53354
2630,388,pago18032
2631,82422,pago32009
2632,36972,pago88134
2633,13394,pago17238
2634,28899,pago18558
2635,25376,pago29203
2636,366,pago70721
2637,93255,pago69846
